
 num     #instances         #bytes  class name
----------------------------------------------
   1:       1034131      243458504  [C
   2:         18491       16013568  [I
   3:        565834       13580016  java.lang.String
   4:         46897       11966968  [B
   5:        154908        4723904  [Ljava.lang.Object;
   6:         67679        3790024  java.util.LinkedHashMap
   7:         86036        2983080  [Ljava.lang.String;
   8:        116041        2784984  java.lang.StringBuilder
   9:         26980        2590080  java.lang.reflect.Method
  10:         56435        2257400  java.util.LinkedHashMap$Entry
  11:         68076        2178432  java.util.HashMap$Node
  12:         17997        1907920  [Ljava.util.HashMap$Node;
  13:         43750        1400000  java.util.concurrent.ConcurrentHashMap$Node
  14:         12061        1342016  java.lang.Class
  15:         34153        1092896  java.io.File
  16:          1821         972984  [Lcom.zeroturnaround.javarebel.gwb;
  17:         21681         867240  org.springframework.boot.devtools.filewatch.FileSnapshot
  18:         13103         838592  java.net.URL
  19:         14510         812560  com.zeroturnaround.javarebel.gvw
  20:         11004         792288  org.springframework.core.type.classreading.AnnotationMetadataReadingVisitor
  21:         34188         747688  [Ljava.lang.Class;
  22:         13166         631968  java.nio.HeapCharBuffer
  23:         35825         573200  java.util.LinkedHashSet
  24:         11501         552048  java.util.HashMap
  25:         20145         483480  java.util.ArrayList
  26:          5448         435840  java.lang.reflect.Field
  27:         12956         414592  java.util.LinkedHashMap$LinkedKeyIterator
  28:           250         395024  [Ljava.util.concurrent.ConcurrentHashMap$Node;
  29:         14096         338304  java.lang.StringBuffer
  30:         10502         336064  com.zeroturnaround.javarebel.gwb
  31:          5029         321856  java.util.regex.Matcher
  32:          6443         309264  org.springframework.util.ConcurrentReferenceHashMap$SoftEntryReference
  33:          3719         297520  java.lang.reflect.Constructor
  34:         12307         295368  java.io.ByteArrayOutputStream
  35:         11221         269304  java.util.Collections$UnmodifiableCollection$1
  36:          3698         266256  org.springframework.core.annotation.AnnotationAttributes
  37:         11003         264072  org.springframework.core.type.classreading.SimpleMetadataReader
  38:          5270         252960  com.zeroturnaround.jrebelbase.d
  39:         10495         251880  org.springframework.core.io.UrlResource
  40:         10105         242520  com.zeroturnaround.javarebel.guo
  41:          6882         237240  [Ljava.io.File;
  42:          4859         233232  java.util.StringTokenizer
  43:         14371         229936  java.lang.Object
  44:          6993         223776  java.util.LinkedList
  45:          9268         222432  java.lang.Long
  46:          6779         216928  java.util.ArrayList$Itr
  47:          8978         215472  java.util.LinkedList$Node
  48:         12507         200112  org.springframework.util.LinkedMultiValueMap
  49:         12230         195680  java.util.LinkedHashMap$LinkedValues
  50:          7895         189480  com.zeroturnaround.javarebel.agh
  51:          2944         188416  java.text.DateFormatSymbols
  52:          3836         184128  java.nio.HeapByteBuffer
  53:          4578         183120  java.lang.ref.SoftReference
  54:          2372         160496  [Ljava.lang.reflect.Method;
  55:          6389         153336  org.springframework.util.ConcurrentReferenceHashMap$Entry
  56:          2737         153272  java.lang.Class$ReflectionData
  57:          4783         153056  java.util.Hashtable$Entry
  58:          9406         150496  java.lang.Integer
  59:          6173         148152  java.util.concurrent.CopyOnWriteArrayList$COWIterator
  60:          3060         146880  org.springframework.core.ResolvableType
  61:          1497         119760  java.net.URI
  62:          3684         117888  java.lang.ref.WeakReference
  63:          1225         114648  [Ljava.util.Hashtable$Entry;
  64:          7107         113712  com.zeroturnaround.javarebel.age
  65:          2829         113160  java.lang.ref.Finalizer
  66:          2697         107880  com.zeroturnaround.javarebel.nx
  67:          4292         103008  com.zeroturnaround.javarebel.guq
  68:          2026          81040  java.util.TreeMap$Entry
  69:           839          80544  com.zeroturnaround.reload.ab
  70:          2489          79648  java.util.Vector
  71:          1229          78656  java.util.concurrent.ConcurrentHashMap
  72:          3241          77784  java.util.Date
  73:          3237          77688  java.util.concurrent.LinkedBlockingQueue$Node
  74:           927          77136  [S
  75:           848          76032  [Lcom.zeroturnaround.javarebel.haf;
  76:          3154          75696  org.springframework.core.MethodClassKey
  77:          1892          75680  com.zeroturnaround.javarebel.gww
  78:           905          74200  [Lorg.springframework.util.ConcurrentReferenceHashMap$Reference;
  79:          2315          74080  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node
  80:          1834          73360  java.security.ProtectionDomain
  81:          1307          73192  java.security.Provider$Service
  82:          2263          72416  sun.reflect.DelegatingConstructorAccessorImpl
  83:          2180          69760  java.lang.ref.ReferenceQueue
  84:          4328          69248  com.zeroturnaround.javarebel.gwg
  85:          4219          67504  org.springframework.core.annotation.AnnotationUtils$DefaultValueHolder
  86:          1197          67032  java.lang.invoke.MemberName
  87:          2091          66912  java.util.concurrent.locks.ReentrantLock$NonfairSync
  88:          1180          66080  java.nio.StringCharBuffer
  89:             2          65568  [Lcom.alibaba.fastjson.util.IdentityHashMap$Entry;
  90:          2624          62976  java.security.Provider$ServiceKey
  91:           357          62832  org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader$ConfigurationClassBeanDefinition
  92:          1832          58624  java.security.CodeSource
  93:          1188          57024  java.util.Hashtable
  94:           997          55832  org.springframework.core.type.classreading.MethodMetadataReadingVisitor
  95:          2199          52776  org.zeroturnaround.bundled.javassist.bytecode.Utf8Info
  96:          3193          51088  java.util.LinkedHashMap$LinkedEntrySet
  97:          3190          51040  java.util.HashSet
  98:          1579          50528  java.lang.ThreadLocal$ThreadLocalMap$Entry
  99:          2076          49824  sun.reflect.annotation.AnnotationInvocationHandler
 100:          1029          49392  org.apache.tomcat.util.modeler.AttributeInfo
 101:          1028          49344  org.zeroturnaround.javarebel.integration.util.WeakIdentityHashMap$Entry
 102:          2049          49176  com.zeroturnaround.javarebel.gtb
 103:           844          47264  com.zeroturnaround.reload.z
 104:          1471          47072  java.net.URI$Parser
 105:           270          45360  org.springframework.beans.factory.support.RootBeanDefinition
 106:          1069          42760  java.lang.invoke.MethodType
 107:           111          41736  java.lang.Thread
 108:           866          41568  com.zeroturnaround.javarebel.haf
 109:           847          40656  com.zeroturnaround.javarebel.gzy
 110:           708          39648  sun.nio.cs.UTF_8$Encoder
 111:          1639          38792  [Ljava.lang.reflect.Constructor;
 112:           595          38080  org.springframework.util.LinkedCaseInsensitiveMap$1
 113:          2317          37072  java.util.LinkedHashMap$LinkedKeySet
 114:           448          36976  [Ljava.util.WeakHashMap$Entry;
 115:           441          36144  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType;
 116:          1462          35088  java.net.URLClassLoader$2
 117:          1458          34992  org.springframework.http.MediaType
 118:          2182          34912  java.lang.ref.ReferenceQueue$Lock
 119:          1451          34824  sun.reflect.generics.tree.SimpleClassTypeSignature
 120:           835          34768  [Ljava.lang.reflect.Field;
 121:          1448          34752  com.zeroturnaround.javarebel.oo
 122:          1080          34560  sun.reflect.DelegatingMethodAccessorImpl
 123:          1073          34336  java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry
 124:           145          34064  [[C
 125:          1061          33952  org.apache.tomcat.util.http.ValuesEnumerator
 126:          1029          32928  org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller$RunnableRemove
 127:          1363          32712  java.lang.Class$AnnotationData
 128:           328          32224  [Z
 129:           802          32080  java.util.WeakHashMap$Entry
 130:           771          30840  java.io.FileDescriptor
 131:           940          30080  java.util.Collections$SynchronizedMap
 132:          1240          29760  sun.reflect.NativeConstructorAccessorImpl
 133:          1835          29360  java.security.ProtectionDomain$Key
 134:          1834          29344  [Ljava.security.Principal;
 135:          1211          29064  java.util.concurrent.CopyOnWriteArrayList
 136:           516          28896  java.lang.Package
 137:           720          28800  org.springframework.util.ConcurrentReferenceHashMap$Segment
 138:           716          28640  java.util.HashMap$KeyIterator
 139:           438          28032  org.springframework.core.MethodParameter
 140:          1093          27440  [Ljava.lang.annotation.Annotation;
 141:          1451          27024  [Lsun.reflect.generics.tree.TypeArgument;
 142:           562          26976  org.apache.tomcat.util.buf.ByteChunk
 143:          1119          26856  com.zeroturnaround.javarebel.aaf
 144:           558          26784  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync
 145:           820          26240  java.util.LinkedList$ListItr
 146:           181          26064  java.text.DecimalFormat
 147:           236          26048  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry;
 148:           402          25728  com.zeroturnaround.javarebel.gxi
 149:           530          25440  org.apache.tomcat.util.buf.CharChunk
 150:          1058          25392  java.util.jar.Attributes$Name
 151:           788          25216  java.util.LinkedHashMap$LinkedEntryIterator
 152:           523          25104  org.apache.tomcat.util.buf.MessageBytes
 153:           784          25088  java.util.Collections$UnmodifiableMap
 154:            46          24288  [Lorg.zeroturnaround.bundled.javassist.bytecode.ConstInfo;
 155:           753          24096  com.zeroturnaround.javarebel.gtd
 156:          1004          24096  org.springframework.beans.BeanMetadataAttribute
 157:           485          23280  ch.qos.logback.classic.Logger
 158:           725          23200  java.lang.invoke.DirectMethodHandle
 159:          1405          22480  sun.reflect.generics.tree.ClassTypeSignature
 160:           941          22184  [Ljava.lang.reflect.Type;
 161:           451          21648  org.apache.tomcat.util.modeler.OperationInfo
 162:           189          21168  java.util.GregorianCalendar
 163:           327          20928  java.text.DecimalFormatSymbols
 164:          1307          20912  java.util.concurrent.locks.ReentrantLock
 165:           518          20720  org.zeroturnaround.bundled.javassist.bytecode.MethodInfo
 166:           422          20256  java.util.WeakHashMap
 167:           839          20136  com.zeroturnaround.javarebel.gup
 168:           626          20032  com.zeroturnaround.javarebel.gds
 169:           277          19944  com.sun.jmx.remote.util.OrderClassLoaders
 170:           277          19944  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader
 171:           277          19944  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper
 172:           615          19680  org.springframework.asm.Type
 173:           408          19584  org.springframework.web.context.request.ServletWebRequest
 174:           480          19200  java.math.BigInteger
 175:           598          19136  javax.management.MBeanAttributeInfo
 176:           844          18976  [Lorg.springframework.core.ResolvableType;
 177:           779          18696  org.zeroturnaround.bundled.javassist.bytecode.NameAndTypeInfo
 178:           462          18480  sun.nio.cs.UTF_8$Decoder
 179:           189          18144  sun.util.calendar.Gregorian$Date
 180:           563          18016  java.io.FileInputStream
 181:           740          17760  org.springframework.core.io.ClassPathResource
 182:           738          17712  com.zeroturnaround.javarebel.cmy
 183:           524          17704  [Ljava.lang.CharSequence;
 184:          1104          17664  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry
 185:           551          17632  sun.misc.FloatingDecimal$ASCIIToBinaryBuffer
 186:           440          17600  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Elements
 187:           439          17560  org.zeroturnaround.bundled.javassist.bytecode.CodeAttribute
 188:           720          17280  org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager
 189:           272          17264  [J
 190:           704          16896  java.util.concurrent.ConcurrentHashMap$MapEntry
 191:           418          16720  com.zeroturnaround.javarebel.gxe
 192:           695          16680  org.zeroturnaround.bundled.javassist.bytecode.MethodrefInfo
 193:           402          16080  com.zeroturnaround.javarebel.gxm
 194:           996          15936  org.zeroturnaround.javarebel.integration.util.MiscUtil$3
 195:           655          15720  org.apache.tomcat.util.http.parser.Cookie$ByteBuffer
 196:           979          15664  org.springframework.core.ResolvableType$DefaultVariableResolver
 197:           391          15640  com.zeroturnaround.javarebel.od
 198:           463          14816  org.springframework.messaging.support.ExecutorSubscribableChannel$SendTask
 199:           616          14784  org.springframework.util.MimeType
 200:           606          14544  com.zeroturnaround.javarebel.gi
 201:           595          14280  org.springframework.util.LinkedCaseInsensitiveMap
 202:           195          14040  java.util.regex.Pattern
 203:           431          13792  java.lang.invoke.LambdaForm$Name
 204:           844          13504  com.zeroturnaround.reload.aj
 205:           422          13504  org.springframework.core.SerializableTypeWrapper$MethodParameterTypeProvider
 206:           840          13440  com.zeroturnaround.javarebel.abr
 207:           138          13248  org.apache.catalina.webresources.CachedResource
 208:           550          13200  java.util.concurrent.locks.ReentrantReadWriteLock
 209:            47          13048  [Lorg.zeroturnaround.javarebel.integration.util.WeakIdentityHashMap$Entry;
 210:           202          12928  java.util.jar.JarFile
 211:            68          12512  com.fasterxml.jackson.core.json.ReaderBasedJsonParser
 212:           173          12456  sun.reflect.DelegatingClassLoader
 213:           389          12448  sun.reflect.generics.repository.ClassRepository
 214:           259          12432  java.util.zip.Inflater
 215:           205          12272  [Ljava.lang.ref.SoftReference;
 216:           214          11984  sun.util.calendar.ZoneInfo
 217:           213          11928  sun.security.ssl.CipherSuite
 218:           462          11872  [Lorg.springframework.asm.Type;
 219:           133          11704  com.zeroturnaround.javarebel.qe
 220:           727          11632  java.util.HashMap$KeySet
 221:           286          11440  javax.management.MBeanOperationInfo
 222:           475          11400  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
 223:           178          11392  java.text.SimpleDateFormat
 224:           472          11328  sun.reflect.NativeMethodAccessorImpl
 225:           283          11320  sun.util.locale.BaseLocale$Key
 226:           278          11120  org.springframework.web.context.request.ServletRequestAttributes
 227:           694          11104  java.util.Collections$UnmodifiableSet
 228:           196          10976  java.util.ResourceBundle$CacheKey
 229:           274          10960  sun.misc.Cleaner
 230:           341          10912  sun.misc.FDBigInteger
 231:           447          10728  sun.reflect.generics.factory.CoreReflectionFactory
 232:           103          10712  sun.net.www.protocol.file.FileURLConnection
 233:           440          10560  org.springframework.boot.context.properties.source.ConfigurationPropertyName
 234:           439          10536  org.zeroturnaround.bundled.javassist.bytecode.ExceptionTable
 235:           439          10536  org.zeroturnaround.bundled.javassist.bytecode.LineNumberAttribute
 236:           655          10480  com.sun.proxy.$Proxy28
 237:           262          10480  sun.util.locale.InternalLocaleBuilder
 238:           262          10480  sun.util.locale.LanguageTag
 239:           262          10480  sun.util.locale.StringTokenIterator
 240:           436          10464  org.springframework.boot.context.properties.source.PropertyMapping
 241:           186          10416  java.util.concurrent.ConcurrentHashMap$KeyIterator
 242:           325          10400  java.util.LinkedHashMap$LinkedValueIterator
 243:           432          10368  java.lang.Double
 244:           432          10368  org.springframework.core.convert.converter.GenericConverter$ConvertiblePair
